65,使,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,吏,444,シ,つか（う）.つか（わす）,つかう。もちいる。働かせる。.しむ。せしむ。「使ＡＢ」の形で、「ＡをしてＢせしむ」と読み、「ＡにＢをさせる」の意。.しめば。仮定の意。「使ＡＢ～」の形で、「ＡをしてＢせしめば」と読み、「もしＡＢすれば（させれば）」と順接の仮定条件の意を表す。.つかい。つかいの者。例：使者（ししゃ）.つかわす。つかいする。,小学校３年生,８級,教育漢字常用漢字名前に使える漢字
67,例,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,列,837,レイ,たと（える）.たぐい.たと（えば）.ためし,たとえる。たとえ。.たぐい。同じ種類。同類。.ためし。きまり。しきたり。ならわし。.日本たとえば。たとえをあげれば。,小学校４年生,７級,教育漢字常用漢字名前に使える漢字
68,侍,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,寺,75,ジ.シ,さむらい.さぶら（う）.はべ（る）,はべる。さぶらう。身分が高い人に仕える。また、そのような人。.日本さむらい。武士。.日本はべり。はべる。「あり・ある」「居り・居る」の丁寧語。,-,３級,常用漢字名前に使える漢字
72,供,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,共,550,キョウ.ク,そな（える）.とも,そなえる。そなえ。神仏などにものをささげる。.そなえる。そなえ。そなえすすめる。.自ら申し述べる。例：自供（じきょう）.差し出す。支給する。.日本とも。従者。.日本ども。言葉の後ろにつけて複数を表す。,小学校６年生,５級,教育漢字常用漢字名前に使える漢字
73,依,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,衣,212,イ.エ,よ（る）,よる。よりかかる。もたれかかる。.よる。たよる。たよりにする。.よる。したがう。.そのまま。元のまま。以前のまま。,-,４級,常用漢字名前に使える漢字
75,価,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,襾,439,カ,あたい,あたい。値段。値打ち。.あたいする。相当する。匹敵する。,小学校５年生,６級,教育漢字常用漢字名前に使える漢字
78,侮,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,毎,930,ブ,あなど（る）,あなどる。軽視する。ばかにする。.あなどり。人をばかにした行動。,-,準２級,常用漢字名前に使える漢字
79,侶,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,呂,839,リョ.ロ,とも,とも。つれ。つれあい。仲間。.ともとする。仲間にする。ともに遊ぶ。,-,２級,常用漢字名前に使える漢字
80,便,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,更,529,ビン.ベン.ヘン,たよ（り）.いばり.すなわ（ち）.へつら（う）.よすが,たより。音信。.いばり。排泄物。大便（だいべん）と小便（しょうべん）。.すなわち。すぐに。急に。.よすが。拠りどころ。.都合がよい。便利（べんり）がよい。.慣れる。熟練する。.すなわち。つまり。とりもなおさず。.へつらう。口が達者。,小学校４年生,７級,教育漢字常用漢字名前に使える漢字
81,係,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,系,845,ケイ,かかり.かか（る）.かか（わる）.つな（ぐ）,かかる。かかわる。関係する。関与する。.かかる。かける。つなぐ。むすぶ。.日本かかり。受けもち。担当。担当者。,小学校３年生,８級,教育漢字常用漢字名前に使える漢字
82,促,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,足,709,ソク,うなが（す）.せま（る）,うながす。急がせる。急き立てる。.せまる。間が縮まる。せわしい。,-,３級,常用漢字名前に使える漢字
84,俊,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,夋,106,シュン,すぐ（れる）,すぐれる。また、すぐれた人。.おおきい。高い。,-,準２級,常用漢字名前に使える漢字
88,俗,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,谷,108,ゾク,いや（しい）.なら（わし）,いやしい。下品。程度が低い。.ならわし。ならい。習慣。.世の中。世間。.世間の人。一般の人。.なみ。ありふれた。,-,４級,常用漢字名前に使える漢字
92,保,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,呆,428,ホ.ホウ,たも（つ）.も（つ）.やす（んじる）,たもつ。もつ。ある状態をそのまま続ける。.やすんじる。やしなう。育てる。.やすんじる。かばう。助ける。守る。.うけあう。責任をもって引き受ける。.世話係。おもり役。.雇われ人。使用人。,小学校５年生,６級,教育漢字常用漢字名前に使える漢字
94,信,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,言,320,シン,たよ（り）.まか（せる）.まこと,たより。手紙。.任（まか）せる。.まこと。真実。本当。うそいつわりない。.わりふ。しるし。あかし。.同じところに二泊する。.のびる。のばす。.日本信濃（しなの）の略。,小学校４年生,７級,教育漢字常用漢字名前に使える漢字
98,俳,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,非,45,ハイ,たわむ（れ）.わざおぎ,たわむれ。おどけ。.わざおぎ。音楽を演奏する人や踊りを踊る人。.日本俳句（はいく）の略。,小学校６年生,５級,教育漢字常用漢字名前に使える漢字
99,俵,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,表,270,ヒョウ,たわら,わける。分け与える。.日本たわら。米・炭などいれる袋。.日本ヒョウ。たわらを数えることば。,小学校６年生,５級,教育漢字常用漢字名前に使える漢字
101,俸,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,奉,2,ホウ,ふち,扶持（ふち）。給料や手当。,-,準２級,常用漢字名前に使える漢字
102,俺,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,奄,194,エン,おれ.われ,おれ。われ。じぶん。一人称代名詞。,-,２級,常用漢字名前に使える漢字
105,個,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,固,574,コ.カ,-,物の数を数える語。例：一個（いっこ）.全体に対して、別々になった一つのものをいう語。例：個人（こじん） ,小学校５年生,６級,教育漢字常用漢字名前に使える漢字
107,倒,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,到,20,トウ,たお（す）.たお（れる）.こ（ける）.さかさま,たおす。たおれる。例：打倒（だとう）.こける。転ぶ。.さかさま。さかしま。さかさまにする。ひっくり返す。,-,４級,常用漢字名前に使える漢字
111,借,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,昔,795,シャク.シャ.セキ,か（りる）,かり。かりる。人のものを一時的にかりる。.かりに。仮定。.かす。貸し与える。力を貸す。,小学校４年生,７級,教育漢字常用漢字名前に使える漢字
113,倣,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,放,317,ホウ,なら（う）,ならう。見本と同じようにする。まねる。,-,３級,常用漢字名前に使える漢字
114,値,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,直,603,チ.チョク,ね.あたい.あ（う）,ね。あたい。ねうち。金額。値段（ねだん）。.あう。あたる。出あう。当面する。.持つ。手に持つ。,小学校６年生,５級,教育漢字常用漢字名前に使える漢字
120,倫,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,侖,455,リン,たぐい.つい（で）.みち,たぐい。同類。仲間。.ついで。次第。順序。.みち。人同士のきちんとした関係・道筋。,-,準２級,常用漢字名前に使える漢字
124,倹,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,僉,93,ケン,つづま（やか）.つま（しい）,つづまやか。つましい。無駄づかいをせず質素なさま。.へりくだる。行いが控えめである。.まずしい。.凶作。不作。穀物が実らない。,-,３級,常用漢字名前に使える漢字
126,偉,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,韋,806,イ,えら（い）.すぐ（れる）,えらい。すぐれる。すぐれている。立派。.大きい。大きくて立派。さかんな。,-,４級,常用漢字名前に使える漢字
127,偏,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,扁,675,ヘン,かたよ（る）.ひとえ（に）,かたよる。不公平。中正でない。.ひとえに。もっぱら。一途に。.中央から離れた。田舎の。.片側。片方。半分。.漢字を構成する左側の部分。,-,準２級,常用漢字名前に使える漢字
132,停,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,亭,261,テイ,とど（まる）.と（まる）,とどまる。とまる。.やめる。とどめる。一時的にやめる。.とどこおる。はかどらない。,小学校５年生,６級,教育漢字常用漢字名前に使える漢字
133,健,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,建,937,ケン,すこ（やか）.したた（か）.たけ（し）,すこやか。すくよか。体が丈夫。.したたか。はなはだしく。ひどく。.たけし。つよい。力が強い。.たけている。能力がある。,小学校４年生,７級,教育漢字常用漢字名前に使える漢字
136,側,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,則,674,ソク.ショク,がわ.かたわ（ら）.かわ.そば.はた,かたわら。そば。わき。.そばだてる。そばめる。かたむくける。片方に寄せる。.かすかに。ほんの少し。.いたむ。＝惻.書法「永字八法」の一つ。筆画の点。.日本がわ。かわ。ものの一方の面。片面。例：片側（かたがわ）,小学校４年生,７級,教育漢字常用漢字名前に使える漢字
137,偵,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,貞,401,テイ,うかが（う）,うかがう。様子をさぐる。のぞき見る。.まわしもの。間者。,-,準２級,常用漢字名前に使える漢字
138,偶,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,禺,448,グウ,たぐい.たまたま.ひとがた,たぐい。対になる。つれあい。仲間。.たまたま。思いがけず。.ひとがた。でく。木や土で作った人の形をしたもの。.二で割り切れる。偶数（ぐうすう）。.あう。遭遇する。,-,３級,常用漢字名前に使える漢字
140,偽,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,為,523,ギ,いつわ（る）.にせ,いつわる。あざむく。だます。ふりをする。.にせ。にせもの。いつわり。.人が手を加えたもの。人為。,-,準２級,常用漢字名前に使える漢字
142,傍,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,旁,169,ボウ.ホウ,かたわ（ら）.そ（う）.そば.はた.わき,かたわら。そば。はた。わき。ほとり。.つくり。漢字を構成する右側の部分。.そう。近づく。そばに寄る。寄り添う。,-,４級,常用漢字名前に使える漢字
143,傑,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,桀,521,ケツ,すぐ（れる）,すぐれる。ぬきんでる。まさる。.ひときわすぐれた人。大人物。,-,準２級,常用漢字名前に使える漢字
145,催,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,崔,114,サイ,もよお（す）.うなが（す）.もよ（い）,もよおす。きざす。ひきおこす。.うながす。急き立てる。.日本もよい。名詞の下につけて「今にもそうなりそう」などのきざしが見えることを表す。.日本もよおし。行事。会合。,-,３級,常用漢字名前に使える漢字
147,傲,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,敖,501,ゴウ,あそ（ぶ）.あなど（る）.おご（る）,あそぶ。楽しむ。.あなどる。軽くみる。見下す。.おごる。ほこる。おごりたかぶる。,-,２級,常用漢字名前に使える漢字
150,債,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,責,629,サイ,か（し）.か（り）,かし。かり。借金や貸金。未精算の貸借関係。.日本債券（さいけん）の略。,-,３級,常用漢字名前に使える漢字
151,傾,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,頃,822,ケイ,かたむ（く）.かたむ（ける）.かし（ぐ）.かた（げる）.くつがえ（る）,かたむく。かたむける。かしぐ。かたげる。かたよる。斜めになる。.心をかたむける。集中する。.くつがえる。くつがえす。.危うくする。危うくなる。,-,４級,常用漢字名前に使える漢字
153,働,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,動,889,ドウ,はたら（く）,はたらく。仕事をする。.はたらき。仕事ぶり。動作。作用。,小学校４年生,７級,教育漢字常用漢字名前に使える漢字国字
154,像,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,象,326,ゾウ.ショウ,かたち.かたど（る）,かたち。姿。ありさま。.かたち。似すがた。.かたどる。似せる。似せて作る。,小学校５年生,６級,教育漢字常用漢字名前に使える漢字
156,僕,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,菐,661,ボク.ホク,しもべ.やつがれ,しもべ。召し使い。.やつがれ。ぼく。男性が自分をへりくだっていう語。.御者。馬車を操って走らせる人。.つかさどる。官名に用いられる。,-,準２級,常用漢字名前に使える漢字
161,僧,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,曽,68,ソウ,-,仏道に入った人。法師。僧侶（そうりょ）。,-,４級,常用漢字名前に使える漢字
165,儀,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,義,429,ギ,のり.よ（い）,のり。作法。手本。例：礼儀（れいぎ）.よい。正しい。.のっとる。手本にする。.つれあい。夫婦。.くる。きたる。.測量器械。例：地球儀（ちきゅうぎ）.日本ぎ。こと。ことがら。「～に関すること」の意。,-,４級,常用漢字名前に使える漢字
168,億,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,意,557,オク,おしはか（る）,おしはかる。考えをめぐらす。思いめぐらす。.数の名。一億（いちおく）は万の一万倍。また、数がとても多いこと。.やすらか。やすんじる。,小学校４年生,７級,教育漢字常用漢字名前に使える漢字
170,儒,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,需,469,ジュ,-,学者。先生。教養がある人。.孔子の思想を受け継ぐ学問。また、それを学ぶ人。儒教（じゅきょう）。儒学（じゅがく）。.弱い。臆病。.やさしい。やわらか。おだやか。.みじかい。背が低い。,-,準２級,常用漢字名前に使える漢字
176,償,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,賞,728,ショウ,つぐな（う）,つぐなう。むくいる。埋め合わせをする。.つぐない。埋め合わせ。,-,準２級,常用漢字名前に使える漢字
177,優,人 亻（ひと・にんべん・ひとがしら・ひとやね）,亻,122,憂,717,ユウ.ウ,すぐ（れる）.やさ（しい）.まさ（る）.やわ（らぐ）.ゆた（か）.わざおぎ,すぐれる。まさる。他よりもすぐれている。.やさしい。上品でうつくしい。.やさしい。やわらぐ。なごやか。.ゆたか。ゆったりとしている。余裕がある。.わざおぎ。芸者。芸人。.日本ゆう。成績などの評価の順序で最も上。,小学校６年生,５級,教育漢字常用漢字名前に使える漢字
190,冶,冫（にすい）,冫,34,台,864,ヤ,い（る）.と（ける）.なまめ（かしい）,いる。とける。とかす。金属をとかして加工する。例：鍛冶（かじ）.鋳物師。鍛冶屋（かじや）。鍛冶を職業とする人。.なまめかしい。なまめかしく美しい。,-,２級,常用漢字名前に使える漢字
191,冷,冫（にすい）,冫,34,令,782,レイ,さ（ます）.さ（める）.つめ（たい）.ひ（える）.ひ（や）.ひ（やかす）.ひ（やす）,さます。さめる。ひえる。ひやす。つめたくする。つめたくなる。.つめたい。ひややか。すずしい。.つめたい。ひややか。情がうすい。心がさめている。.ひやかす。さげすむ。からかう。.ひまな。わびしい。落ちぶれた。.日本ひや。つめたい飲み物。つめたいお酒など。,小学校４年生,７級,教育漢字常用漢字名前に使える漢字
193,凄,冫（にすい）,冫,34,妻,540,セイ,さむ（い）.すご（い）.すご（む）.すさ（まじい）,さむい。冷たい。涼しい。.すごい。すさまじい。激しい。.さみしい。ものさびしい。.日本すごい。程度が激しい。,-,２級,常用漢字名前に使える漢字
195,准,冫（にすい）,冫,34,隹,582,ジュン.シュン,なぞら（える）.ゆる（す）,なぞらえる。本来のものに次ぐ。.なぞらえる。基準に比べ合わせる。.平らにする。同類・同等のものとみなす。.ゆるす。認める。許可する。,-,準２級,常用漢字名前に使える漢字
198,凍,冫（にすい）,冫,34,東,638,トウ,こお（る）.こご（える）.い（てる）.し（みる）,こおる。いてる。こおりつく。いてつく。.こごえる。しみる。寒気が厳しい。,-,３級,常用漢字名前に使える漢字
201,凝,冫（にすい）,冫,34,疑,157,ギョウ,こ（らす）.こ（る）.こご（る）.しこ（り）,こらす。かためる。集中する。集める。.こる。こごる。かたまる。.とどまる。動かない。停滞する。.日本こる。筋肉がこり固まる。また、何かに集中したり熱中したりする。.日本しこり。わだかまり。もやもやと残る気持ち。,-,３級,常用漢字名前に使える漢字
203,切,刀 刂（かたな・りっとう）,七,103,刀,421,セツ.サイ,き（る）.き（れる）,きる。きれる。さく。.せまる。近づく。さしせまる。例：切迫（せっぱく）.ぴったり合う。ちょうど合う。.熱心。心がこもる。.漢字二字を合わせて音を表す方法。反切（はんせつ）。.すべて。例：一切（いっさい）.日本きれ。きれ端。断片。.日本きり。きれ。くぎり。,小学校２年生,９級,教育漢字常用漢字名前に使える漢字
204,刈,刀 刂（かたな・りっとう）,乂,150,刂,303,カイ.ガイ,か（る）,かる。草をかる。草をかりとる。.かま。草をかる刃物。,-,４級,常用漢字名前に使える漢字
205,刊,刀 刂（かたな・りっとう）,干,75,刂,303,カン,きざ（む）.けず（る）,きざむ。ほる。木などに刻みこむ。.けずる。けずり取る。取り除く。.書物を世に出す。出版する。例：刊行（かんこう）,小学校５年生,６級,教育漢字常用漢字名前に使える漢字
208,刑,刀 刂（かたな・りっとう）,幵,205,刂,303,ケイ.ギョウ,しおき.のり,しおき。罰。罰する。.のり。手本。決まり。.治める。ただす。取り締まる。,-,３級,常用漢字名前に使える漢字
